,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
728,92,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
714,90,90,Please indicate the required salary you are seeking for this position.,"$65,000.00"
932,117,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
79,10,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4227,529,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4027,504,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
4665,584,80,Please indicate the required salary you are seeking for this position.,75000
2775,347,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3236,405,100,Are you legally able to work in Canada?,Yes
4629,578,90,Are you legally able to work in Canada?,Yes
4740,593,75,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6020,753,100,How many years of experience do you have preparing statistical analysis?,4+ years
4843,606,70,Are you comfortable with statistical analysis?,Yes
5609,702,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2053,257,90,Are you legally able to work in Canada?,Yes
5495,687,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2050,257,90,How many years of experience do you have working with SQL?,4+ years
65,9,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
664,84,100,How many years of experience do you have preparing statistical analysis?,4+ years
1486,186,80,How many years of experience do you have working with SQL?,2 to 3 years
355,45,60,Are you legally able to work in Canada?,Yes
5349,669,90,Are you comfortable with statistical analysis?,Yes
808,102,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4662,583,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6034,755,75,Please indicate the required salary you are seeking for this position.,"90,000/yearly"
6200,776,70,How many years of experience do you have working with SQL?,2 to 3 years
1928,242,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3564,446,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2479,310,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2823,353,100,Are you comfortable with statistical analysis?,Yes
5321,666,80,Please indicate the required salary you are seeking for this position.,Negotiable
3487,436,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6098,763,80,Are you legally able to work in Canada?,Yes
4256,533,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3044,381,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4554,570,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
214,27,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1388,174,65,How many years of experience do you have working with SQL?,2 to 3 years
4741,593,75,What is your self-determined level of expertise in Microsoft Excel?,Expert
4783,598,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
4859,608,80,Are you legally able to work in Canada?,Yes
2339,293,90,Are you comfortable with statistical analysis?,Yes
828,104,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1348,169,100,How many years of experience do you have preparing statistical analysis?,4+ years
4175,522,100,Please indicate the required salary you are seeking for this position.,Flexible
5557,695,85,How many years of experience do you have working with SQL?,4+ years
2873,360,95,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
952,120,100,How many years of experience do you have preparing statistical analysis?,4+ years
4878,610,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2030,254,90,Are you legally able to work in Canada?,Yes
376,48,90,Please indicate the required salary you are seeking for this position.,75000
4095,512,100,Are you comfortable with statistical analysis?,Yes
3235,405,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3098,388,90,How many years of experience do you have preparing statistical analysis?,4+ years
6276,785,100,Are you legally able to work in Canada?,Yes
2752,345,70,Are you legally able to work in Canada?,Yes
5556,695,85,Are you comfortable with statistical analysis?,Yes
184,24,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4749,594,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
4846,606,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5289,662,100,Please indicate the required salary you are seeking for this position.,100000
5251,657,70,Please indicate the required salary you are seeking for this position.,80000
5144,644,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
5766,721,90,Are you legally able to work in Canada?,Yes
4239,530,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5034,630,60,Are you comfortable with statistical analysis?,Yes
4158,520,80,Are you comfortable with statistical analysis?,Yes
3317,415,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
2762,346,100,How many years of experience do you have working with SQL?,4+ years
2391,299,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1901,238,100,Please indicate the required salary you are seeking for this position.,100K + Benefits
5279,660,100,How many years of experience do you have preparing statistical analysis?,4+ years
2469,309,100,How many years of experience do you have preparing statistical analysis?,4+ years
2593,325,100,How many years of experience do you have preparing statistical analysis?,4+ years
5489,687,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3633,455,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2812,352,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2250,282,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2842,356,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5094,637,70,Are you legally able to work in Canada?,Yes
4824,604,80,Please indicate the required salary you are seeking for this position.,80000
4207,526,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
210,27,60,Are you comfortable with statistical analysis?,Yes
167,21,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3993,500,50,Are you legally able to work in Canada?,Yes
5164,646,80,Please indicate the required salary you are seeking for this position.,100000
763,96,100,How many years of experience do you have preparing statistical analysis?,4+ years
989,124,80,Please indicate the required salary you are seeking for this position.,80000CAD annually
1334,167,70,How many years of experience do you have working with SQL?,2 to 3 years
1860,233,80,Are you comfortable with statistical analysis?,Yes
2005,251,90,Are you comfortable with statistical analysis?,Yes
5480,686,70,Are you legally able to work in Canada?,Yes
4632,580,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2117,265,90,How many years of experience do you have working with SQL?,4+ years
1032,130,90,Please indicate the required salary you are seeking for this position.,50000-80000
431,54,90,Are you comfortable with statistical analysis?,Yes
5240,656,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4761,596,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2446,306,100,Are you comfortable with statistical analysis?,Yes
2060,258,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
2466,309,100,Are you legally able to work in Canada?,Yes
333,42,80,Are you legally able to work in Canada?,Yes
3040,381,100,Please indicate the required salary you are seeking for this position.,95k
608,77,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
6141,768,100,Please indicate the required salary you are seeking for this position.,70000+
5469,684,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1077,135,80,How many years of experience do you have working with SQL?,2 to 3 years
2735,342,85,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
123,16,90,How many years of experience do you have working with SQL?,4+ years
1970,247,90,Please indicate the required salary you are seeking for this position.,70000
883,111,60,Please indicate the required salary you are seeking for this position.,"$55,000"
1242,156,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
3856,483,90,Please indicate the required salary you are seeking for this position.,"70,000 CAD"
2709,339,70,Are you legally able to work in Canada?,Yes
5354,670,100,Are you comfortable with statistical analysis?,Yes
1455,182,100,Are you comfortable with statistical analysis?,Yes
4444,556,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5082,636,100,Are you legally able to work in Canada?,Yes
3071,384,60,How many years of experience do you have working with SQL?,2 to 3 years
3947,494,90,Are you comfortable with statistical analysis?,Yes
547,69,90,Are you legally able to work in Canada?,Yes
2502,313,100,Please indicate the required salary you are seeking for this position.,80000
4415,552,55,How many years of experience do you have working with SQL?,0 to 1 year
5722,716,65,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5292,662,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1968,247,90,Are you comfortable with statistical analysis?,Yes
783,98,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2297,288,100,Are you legally able to work in Canada?,Yes
6224,779,80,Please indicate the required salary you are seeking for this position.,"70,000"
5211,652,90,Are you comfortable with statistical analysis?,Yes
5678,710,90,Are you legally able to work in Canada?,Yes
2000,251,90,How many years of experience do you have preparing statistical analysis?,4+ years
4894,612,90,How many years of experience do you have preparing statistical analysis?,4+ years
2194,275,70,Please indicate the required salary you are seeking for this position.,"$80,000"
1254,157,70,Please indicate the required salary you are seeking for this position.,70000
1164,146,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
6320,791,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2401,301,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3569,447,80,How many years of experience do you have preparing statistical analysis?,4+ years
6273,785,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2008,252,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2746,344,90,Are you comfortable with statistical analysis?,Yes
2779,348,85,How many years of experience do you have preparing statistical analysis?,4+ years
2011,252,70,Please indicate the required salary you are seeking for this position.,$90000
5087,636,100,How many years of experience do you have preparing statistical analysis?,4+ years
4505,564,90,Are you comfortable with statistical analysis?,Yes
4208,527,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
5853,732,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2081,261,70,Are you comfortable with statistical analysis?,Yes
4107,514,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2676,335,100,How many years of experience do you have preparing statistical analysis?,4+ years
3005,376,90,How many years of experience do you have working with SQL?,4+ years
900,113,100,Please indicate the required salary you are seeking for this position.,"$78,000"
6278,785,100,Please indicate the required salary you are seeking for this position.,70000
3562,446,70,Are you comfortable with statistical analysis?,Yes
1142,143,40,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1529,192,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4794,600,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1948,244,90,Please indicate the required salary you are seeking for this position.,55000-60000
1722,216,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
5794,725,95,Are you legally able to work in Canada?,Yes
1663,208,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
103,13,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5323,666,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1501,188,100,Are you comfortable with statistical analysis?,Yes
4519,565,100,Are you legally able to work in Canada?,Yes
1687,211,80,Are you comfortable with statistical analysis?,Yes
1827,229,40,Are you comfortable with statistical analysis?,No
5333,667,90,How many years of experience do you have working with SQL?,4+ years
4502,563,100,Are you legally able to work in Canada?,Yes
4349,544,100,Please indicate the required salary you are seeking for this position.,80000$ to 90000$
2340,293,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
404,51,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3976,498,80,Please indicate the required salary you are seeking for this position.,70000
5148,644,80,Are you legally able to work in Canada?,Yes
221,28,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
946,119,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1719,215,80,Are you comfortable with statistical analysis?,Yes
3401,426,95,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4966,621,80,Please indicate the required salary you are seeking for this position.,65000
5257,658,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
3805,476,70,Please indicate the required salary you are seeking for this position.,95k
2277,285,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3461,433,100,Please indicate the required salary you are seeking for this position.,90k
414,52,100,Please indicate the required salary you are seeking for this position.,80000
3572,447,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6239,780,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4627,579,100,How many years of experience do you have preparing statistical analysis?,4+ years
2936,368,90,How many years of experience do you have working with SQL?,4+ years
1122,141,100,Please indicate the required salary you are seeking for this position.,$65000 - $75000
1886,236,100,How many years of experience do you have working with SQL?,4+ years
2807,351,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4959,620,80,Are you comfortable with statistical analysis?,Yes
2261,283,90,Please indicate the required salary you are seeking for this position.,95000
726,91,80,Are you legally able to work in Canada?,Yes
1990,249,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1137,143,40,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
944,119,80,Please indicate the required salary you are seeking for this position.,"65,000 - 75,000"
5127,641,40,Are you legally able to work in Canada?,Yes
2118,265,90,Please indicate the required salary you are seeking for this position.,80000
2667,334,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1775,222,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
4186,524,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3786,474,90,Are you comfortable with statistical analysis?,Yes
2581,323,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5264,659,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2968,372,80,How many years of experience do you have working with SQL?,2 to 3 years
2473,310,80,How many years of experience do you have working with SQL?,2 to 3 years
4809,602,100,How many years of experience do you have working with SQL?,4+ years
3869,484,65,Please indicate the required salary you are seeking for this position.,85000 90000
4994,625,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
791,99,100,Are you legally able to work in Canada?,Yes
1733,217,100,How many years of experience do you have working with SQL?,4+ years
5600,701,90,How many years of experience do you have working with SQL?,2 to 3 years
3762,471,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6027,754,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
2141,268,100,How many years of experience do you have working with SQL?,4+ years
6287,786,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2969,372,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3803,476,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3412,427,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1967,246,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4785,599,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5720,716,65,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
4066,509,80,Are you legally able to work in Canada?,Yes
3834,480,70,Please indicate the required salary you are seeking for this position.,85000-90000
298,38,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2235,280,80,Are you legally able to work in Canada?,Yes
2093,262,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
308,39,90,Are you legally able to work in Canada?,Yes
1371,172,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
856,108,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1552,195,100,Are you legally able to work in Canada?,Yes
666,84,100,How many years of experience do you have working with SQL?,4+ years
4938,618,100,Are you legally able to work in Canada?,Yes
1178,148,100,Please indicate the required salary you are seeking for this position.,75000
2319,290,100,How many years of experience do you have working with SQL?,4+ years
47,6,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
413,52,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3001,376,90,Are you comfortable with statistical analysis?,Yes
909,114,80,Please indicate the required salary you are seeking for this position.,75000
1218,153,100,How many years of experience do you have preparing statistical analysis?,4+ years
3551,444,80,Please indicate the required salary you are seeking for this position.,50k = 60k
3272,410,70,Are you legally able to work in Canada?,Yes
1553,195,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
4044,506,100,Please indicate the required salary you are seeking for this position.,95000
2602,326,80,Please indicate the required salary you are seeking for this position.,80000
4550,569,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
4115,515,70,How many years of experience do you have working with SQL?,2 to 3 years
6275,785,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2213,277,80,Are you legally able to work in Canada?,Yes
4598,575,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3142,393,100,Are you legally able to work in Canada?,Yes
4302,538,100,Please indicate the required salary you are seeking for this position.,105000
621,78,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3579,448,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1004,126,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3178,398,45,How many years of experience do you have preparing statistical analysis?,0 to 1 year
4559,570,90,Please indicate the required salary you are seeking for this position.,60000
5580,698,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5943,743,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5298,663,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1285,161,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5099,638,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
4760,596,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5481,686,70,How many years of experience do you have working with SQL?,2 to 3 years
4707,589,80,Are you comfortable with statistical analysis?,Yes
5820,728,80,Are you legally able to work in Canada?,Yes
4580,573,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4664,584,80,Are you legally able to work in Canada?,Yes
1068,134,90,How many years of experience do you have working with SQL?,4+ years
2071,259,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2878,360,95,Are you legally able to work in Canada?,No
5680,711,80,Are you comfortable with statistical analysis?,Yes
4437,555,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
540,68,60,Are you comfortable with statistical analysis?,Yes
4654,582,100,How many years of experience do you have working with SQL?,4+ years
5971,747,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6323,791,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1232,155,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
34,5,60,Are you comfortable with statistical analysis?,Yes
3764,471,80,How many years of experience do you have working with SQL?,2 to 3 years
6007,750,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6164,771,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4746,594,80,How many years of experience do you have working with SQL?,4+ years
4350,544,100,Are you comfortable with statistical analysis?,Yes
4875,610,80,Are you legally able to work in Canada?,Yes
6348,794,100,Please indicate the required salary you are seeking for this position.,negotiable
2956,370,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
295,37,100,How many years of experience do you have working with SQL?,4+ years
3916,490,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6142,768,100,Are you legally able to work in Canada?,Yes
4526,566,100,How many years of experience do you have working with SQL?,4+ years
2380,298,90,How many years of experience do you have working with SQL?,4+ years
4535,567,80,Are you comfortable with statistical analysis?,Yes
5886,736,80,How many years of experience do you have working with SQL?,2 to 3 years
3689,462,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3141,393,100,How many years of experience do you have preparing statistical analysis?,4+ years
5071,634,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1453,182,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
6079,760,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2925,366,80,Are you legally able to work in Canada?,Yes
2055,257,90,Are you comfortable with statistical analysis?,Yes
268,34,70,Please indicate the required salary you are seeking for this position.,$75000 - $95000
5337,668,80,How many years of experience do you have working with SQL?,4+ years
6118,765,80,Please indicate the required salary you are seeking for this position.,I am open to negotiation
1536,193,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2321,291,100,Are you legally able to work in Canada?,Yes
1414,177,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
549,69,90,Are you comfortable with statistical analysis?,Yes
2715,340,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1362,171,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3475,435,100,Are you comfortable with statistical analysis?,Yes
6279,785,100,Are you comfortable with statistical analysis?,Yes
5995,751,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
5503,688,80,How many years of experience do you have working with SQL?,2 to 3 years
3515,440,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5536,693,100,Are you legally able to work in Canada?,Yes
