,Candidate Deidentified ID,Education College Deidentified ID,Education Degree Name,Education Degree Type,Education Major,Education Start Date,Education End Date
481,73,107.0,Bachelor of Science,Bachelor,,1999-04,2002-03
358,55,83.0,NEBOSH General Certificate,None,,,
634,101,36.0,Post-Graduate Diploma,None,,,
498,73,108.0,Master of Business Administration-Global,None,Business,2019-01,2020-12
234,34,58.0,Master of Economic,None,,2006,2009
961,149,124.0,Bachelor's,None,computer science,,
364,55,82.0,Federal Aviation Administration,None,Online Courses,,
846,124,159.0,Bachelor of Business Administration,Bachelor,Economics,,
649,102,132.0,MBA,Master,,,
870,129,162.0,Computer Science Entrance Award,None,,,
368,55,82.0,Federal Aviation Administration,None,Online Courses,,
343,54,80.0,Diploma,None,Public Health,,
323,51,7.0,Assistant,None,,2018-09,2019-04
810,117,152.0,Bachelor of Technology,None,Chemical/Petrochemical Engineering,1995,2001
106,19,,,,,,
283,46,72.0,Bachelor of Engineering,Bachelor,Computer Science Engineering,,
991,151,22.0,Bachelor of Business Administration,Bachelor,Finance and Statistics,,
80,15,25.0,Bachelor's,None,Engineering,,
190,29,46.0,Bachelors Degree,None,Mechanical Engineering,,
109,21,31.0,Certification of Competency,None,,2013,2015
274,42,69.0,Master of Data,None,Science,,
238,36,16.0,Bachelors Degree,None,information technology,2011,2015
304,49,29.0,Certificate,None,,,
386,56,88.0,Post Graduate Diploma,None,Computer Science,,
615,96,129.0,Bachelors Degree,None,Finance and Banking,2006,2009
770,114,75.0,Bachelors Degree,None,,2014-09,2015-04
203,30,49.0,Bachelor of Informatics,None,,2007-06,2011-03
222,33,26.0,Graduate Certificate,None,"Business, Analytics",,
385,56,87.0,Bachelor's Degree,None,business,,
401,56,88.0,Post Graduate Diploma,None,Computer Science,,
689,107,137.0,HND,None,Power & Machinery Engineering,,
922,138,174.0,Bachelor of Education,None,,2006,2008
984,150,186.0,,None,,notKnown,2016
449,65,,,,,,
388,56,86.0,MBA,Master,"Information System, Finance",,
814,119,61.0,Master of Computing,None,"Computer Programming, Specific Applications",2013-06,2015-05
305,49,29.0,Certificate,None,,,
575,89,6.0,Bachelor of Engineering,Bachelor,Computer Science & Engineering,2015-07,2019-04
856,126,53.0,PG Diploma,None,Mechanical Engineering Technology,,
571,89,34.0,Masters Degree,None,"Engineering, Computer Engineering",2021-01,2022-04
489,73,108.0,Master of Business Administration-Global,None,Business,2019-01,2020-12
642,102,132.0,MBA,Master,,,
248,37,61.0,Master of Commerce,Master,,2013-06,2016-04
377,56,88.0,Post Graduate Diploma,None,Computer Science,,
475,73,106.0,Diploma,None,"Finance, Two-years Regular Program",2003-04,2005-03
391,56,89.0,Certificate,None,Business Analysis,,
536,84,116.0,Certificate,None,Network Security,2010-06,2011-06
793,115,149.0,Master of Science,Master,Engineering Management,,
1019,153,192.0,Bachelors,None,,,
1016,153,191.0,Masters,None,Computer Applications,,
873,129,100.0,Master of Science,Master,,2018-09,2021-12
126,23,35.0,Bachelor degree,None,,,
566,88,123.0,Bachelor,None,Electronic Engineering,,
341,53,79.0,Microsoft Certified,None,,,
761,113,148.0,,None,Industrial and Information Systems Engineering,2011,2014
141,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-08
454,67,100.0,Bachelor of Science,Bachelor,,,
296,47,73.0,Bachelor of Mathematics,None,,1994-09,1996-07
94,16,28.0,Bachelors Degree,None,Applied Statistics,,
136,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-08
427,60,50.0,Graduate Certificate,None,"Media Fundamentals, Artificial Intelligence",,
818,120,22.0,Bachelor of Business Administration,Bachelor,,2016,2022
775,114,7.0,Bachelor of Engineering,Bachelor,the Engineering Co-op Program,,
545,85,117.0,Masters Degree,None,,2005,2010
790,115,149.0,Master of Science,Master,Engineering Management,,
196,29,47.0,Unix Workbench,None,,,
779,114,75.0,Bachelors Degree,None,,2014-09,2015-04
586,92,114.0,PG Diploma,None,International Business Management,,
49,9,15.0,Master of Business Administration,Master,Operations and Analytics,,
1013,152,32.0,Master of Mathematics,Master,ACTUARIAL SCIENCE,,
875,130,164.0,Bachelor of Engineering,Bachelor,Electrical Electronics Engineering,,
613,96,129.0,Master of Science,Master,Business Administration,2009,2011
983,150,183.0,Project Management Professional,None,,,
227,34,56.0,Advanced Diploma,None,Data Science and Application,2020,2021
295,47,74.0,Master of Science,Master,"applied mathematics, Numerical Analysis",1997-09,2001-11
403,56,88.0,Post Graduate Diploma,None,Computer Science,,
4,3,3.0,Master of Management,Master,Analytics,,
257,38,63.0,Bachelor of Technology,None,Computer Science,2014-08,2018-06
1,1,1.0,Food Processing and Nutrition Engineer,None,"Business, Financial Management",,
134,23,34.0,Master of Science,Master,Computer Science,2018-09,2021-10
383,56,86.0,MBA,Master,"Information System, Finance",,
436,61,94.0,Bachelor of Engineering,Bachelor,Computer Science,,
278,43,70.0,Professional Diploma,None,"EDUCATION, IT",2017-09,2019-06
298,47,73.0,Bachelor of Mathematics,None,,1994-09,1996-07
444,63,96.0,Lean Six Sigma Yellow Belt,None,,2006,2010
754,113,145.0,Doctoral Degree,None,Industrial and Information Systems Engineering,2011,2015
792,115,90.0,Post Graduate Certificate,None,"Big Data, Analytics",,
357,55,82.0,Federal Aviation Administration,None,Online Courses,,
14,3,4.0,Certificate,None,,,
88,16,27.0,Baccalaureate Degree,None,Information Technology,,
437,62,68.0,Bachelor of Arts,Bachelor,Communication and Linguistics,2014-01,2017-06
251,37,61.0,Bachelor of Commerce,Bachelor,,2010-06,2013-03
119,23,33.0,Bachelor of Informatics,None,Eng.,2013-01,2017-01
574,89,6.0,Bachelor of Engineering,Bachelor,Computer Science & Engineering,2015-07,2019-04
317,50,76.0,Bachelor of Commerce,Bachelor,Computer Science,,
468,70,104.0,BTECH,Bachelor,Computer Science & Engineering,2012,2016
57,11,19.0,Bachelor of Information and Computer Science,None,,1999-09,2003-06
432,61,94.0,Bachelor of Engineering,Bachelor,Computer Science,,
700,107,137.0,HND,None,Power & Machinery Engineering,,
161,27,42.0,Post-Graduate Diploma,None,Interactive Digital Media,,
269,41,66.0,Bachelors Degree,None,"Technology, Computer Science Engineering",2010-08,2014-05
535,83,59.0,Bachelors Degree,None,Computer Engineering,,
499,74,109.0,Bachelor of Science,Bachelor,Information Systems,,
515,78,112.0,Bachelors Degree,None,Computer Application,,
843,124,159.0,Master of Science - Economics,None,,,
911,135,169.0,Bachelors Degree,None,Computer Applications,2013-07,2016-05
369,55,82.0,Federal Aviation Administration,None,Online Courses,,
542,84,116.0,Bachelor of Informatics,None,,2010-06,2014-06
591,93,125.0,Bachelors Degree,None,Electrical Engineering,,
726,112,25.0,Bachelors Degree,None,Mechanical/Mechatronics Engineering,2013,2017
474,72,5.0,Doctor of Philosophy,Doctorate,Materials Engineering,2012,2017
960,148,16.0,Bachelor of Technology,None,Computer Science Engineering,,
99,16,27.0,Baccalaureate Degree,None,Information Technology,,
208,31,50.0,SOFTWARE TESTING POST GRADUATE CERTIFICATE,None,,2016,2017
806,117,151.0,International General Certificate in OHS,None,,,
147,26,40.0,Certification in Big Data Analytics,None,,,
210,32,52.0,Master of Business Administration,Master,,2015-07,2017-07
345,54,81.0,Bachelor of Science,Bachelor,,,
628,98,131.0,Bachelor's Degree,None,Sociology,,
166,27,42.0,Post-Graduate Diploma,None,Interactive Digital Media,,
599,94,126.0,Master of Computing,None,,2015-09,2017-05
706,109,139.0,Bachelor of Science,Bachelor,"Management, Statistics, Mathematics",,
945,145,178.0,Bachelor of Computer Sciences,None,,,
543,84,116.0,Certificate,None,Network Security,2010-06,2011-06
766,113,146.0,Bachelors Degree,None,Computer Science,2001,2007
332,53,78.0,Bachelors Degree,None,Statistics Science,2009,2013
299,47,26.0,Post-Graduate Degree,None,Business,2021-09,2022-04
707,109,139.0,Bachelor of Science,Bachelor,"Management, Statistics, Mathematics",,
250,37,61.0,Master of Commerce,Master,,2013-06,2016-04
111,22,32.0,Bachelors Degree,None,"Science and Business, Econ",2018,2022
976,150,187.0,,None,,notKnown,2018
