,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
794,20,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
68,100,100,Please indicate the required salary you are seeking for this position.,85000
535,69,80,How many years of experience do you have working with SQL?,2 to 3 years
309,135,90,How many years of experience do you have working with SQL?,4+ years
752,59,70,Are you comfortable with statistical analysis?,Yes
1084,57,100,How many years of experience do you have working with SQL?,4+ years
106,37,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
489,54,80,Are you legally able to work in Canada?,Yes
844,47,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
49,60,60,How many years of experience do you have working with SQL?,2 to 3 years
307,109,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
458,105,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
98,68,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
583,3,90,Please indicate the required salary you are seeking for this position.,0
882,31,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
164,28,80,How many years of experience do you have working with SQL?,2 to 3 years
145,29,80,Are you comfortable with statistical analysis?,Yes
390,126,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
178,28,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
287,95,100,Are you comfortable with statistical analysis?,Yes
490,108,90,How many years of experience do you have working with SQL?,4+ years
595,109,70,Please indicate the required salary you are seeking for this position.,60000-80000
367,95,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
743,35,90,How many years of experience do you have working with SQL?,4+ years
960,67,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
847,74,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
858,116,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
948,85,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1067,61,70,Please indicate the required salary you are seeking for this position.,75000-85000
885,83,80,How many years of experience do you have preparing statistical analysis?,4+ years
360,11,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1,15,90,Are you legally able to work in Canada?,Yes
76,110,80,Are you comfortable with statistical analysis?,Yes
184,60,60,Please indicate the required salary you are seeking for this position.,80000
196,45,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
686,94,100,Are you legally able to work in Canada?,Yes
462,1,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
544,13,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
956,44,80,Are you legally able to work in Canada?,Yes
585,92,100,Please indicate the required salary you are seeking for this position.,"70,000-100,000"
234,105,80,Please indicate the required salary you are seeking for this position.,75000
571,11,60,Are you comfortable with statistical analysis?,Yes
642,21,80,Please indicate the required salary you are seeking for this position.,90000
860,75,70,How many years of experience do you have working with SQL?,2 to 3 years
416,39,60,Are you legally able to work in Canada?,Yes
303,87,90,Please indicate the required salary you are seeking for this position.,25
888,79,100,How many years of experience do you have working with SQL?,4+ years
915,73,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1048,21,80,Are you legally able to work in Canada?,Yes
421,45,100,How many years of experience do you have preparing statistical analysis?,4+ years
226,92,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
732,67,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
296,3,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
648,6,30,How many years of experience do you have working with SQL?,0 to 1 year
498,11,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
298,106,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
138,40,45,Are you legally able to work in Canada?,Yes
128,16,70,Are you legally able to work in Canada?,Yes
559,130,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
974,86,100,Are you legally able to work in Canada?,Yes
1086,41,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
949,17,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
190,136,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
318,26,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
598,128,100,How many years of experience do you have preparing statistical analysis?,4+ years
492,100,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
509,68,90,How many years of experience do you have working with SQL?,4+ years
705,62,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
322,39,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
741,111,80,Are you comfortable with statistical analysis?,Yes
304,9,100,Are you comfortable with statistical analysis?,Yes
665,115,90,Please indicate the required salary you are seeking for this position.,"70,000"
724,112,60,Are you legally able to work in Canada?,Yes
60,95,100,Please indicate the required salary you are seeking for this position.,85000
900,113,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
906,63,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
108,104,50,How many years of experience do you have working with SQL?,0 to 1 year
135,128,100,Are you comfortable with statistical analysis?,Yes
780,31,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
474,40,45,How many years of experience do you have working with SQL?,4+ years
609,17,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
114,126,100,Please indicate the required salary you are seeking for this position.,80000
430,9,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
927,77,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
446,105,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
70,121,80,How many years of experience do you have working with SQL?,2 to 3 years
868,116,100,How many years of experience do you have working with SQL?,4+ years
828,113,100,How many years of experience do you have preparing statistical analysis?,4+ years
423,54,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
553,4,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1082,103,90,Please indicate the required salary you are seeking for this position.,"96,000"
774,52,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
534,24,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2,15,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
328,45,100,Please indicate the required salary you are seeking for this position.,"CAD 60,000 - 70,000"
147,60,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
829,75,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
330,128,100,How many years of experience do you have working with SQL?,4+ years
837,88,90,How many years of experience do you have preparing statistical analysis?,4+ years
814,42,100,Please indicate the required salary you are seeking for this position.,40k-50k
495,22,80,Are you comfortable with statistical analysis?,Yes
674,52,50,Please indicate the required salary you are seeking for this position.,50000
13,90,100,Are you legally able to work in Canada?,Yes
141,123,80,Are you comfortable with statistical analysis?,Yes
627,17,50,Are you comfortable with statistical analysis?,Yes
976,42,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
122,2,90,Are you legally able to work in Canada?,Yes
384,34,90,Are you comfortable with statistical analysis?,Yes
194,1,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
486,122,40,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1071,66,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
227,130,80,Are you comfortable with statistical analysis?,Yes
590,13,70,Are you legally able to work in Canada?,Yes
481,13,70,How many years of experience do you have working with SQL?,2 to 3 years
992,98,100,Please indicate the required salary you are seeking for this position.,85000
558,99,90,How many years of experience do you have working with SQL?,4+ years
918,94,100,How many years of experience do you have working with SQL?,4+ years
599,133,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
640,71,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
160,45,100,Are you comfortable with statistical analysis?,Yes
385,11,60,Are you legally able to work in Canada?,Yes
739,5,100,How many years of experience do you have preparing statistical analysis?,4+ years
469,87,90,How many years of experience do you have preparing statistical analysis?,4+ years
554,126,100,How many years of experience do you have preparing statistical analysis?,4+ years
539,25,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
26,14,60,Are you legally able to work in Canada?,Yes
748,74,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
601,70,90,How many years of experience do you have preparing statistical analysis?,4+ years
913,19,100,Are you comfortable with statistical analysis?,Yes
362,16,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
149,30,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
383,13,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
545,110,80,Please indicate the required salary you are seeking for this position.,55000
103,64,60,Are you comfortable with statistical analysis?,Yes
632,32,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
753,93,100,How many years of experience do you have preparing statistical analysis?,4+ years
884,44,80,Please indicate the required salary you are seeking for this position.,80000
426,124,60,Are you legally able to work in Canada?,Yes
706,59,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1007,81,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
59,128,100,Please indicate the required salary you are seeking for this position.,85000
286,128,100,Are you legally able to work in Canada?,Yes
1031,74,90,How many years of experience do you have working with SQL?,4+ years
675,50,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
156,132,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
258,110,80,How many years of experience do you have working with SQL?,2 to 3 years
720,102,100,Are you comfortable with statistical analysis?,Yes
116,125,100,How many years of experience do you have working with SQL?,4+ years
634,81,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
541,131,50,Are you comfortable with statistical analysis?,Yes
526,78,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
65,1,90,How many years of experience do you have preparing statistical analysis?,4+ years
325,133,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
573,65,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
670,27,100,How many years of experience do you have preparing statistical analysis?,4+ years
248,36,90,Are you comfortable with statistical analysis?,Yes
756,107,90,Are you comfortable with statistical analysis?,Yes
85,108,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
186,38,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
324,3,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
388,134,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
321,24,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
699,32,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
531,91,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1063,10,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
295,127,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
372,78,80,How many years of experience do you have working with SQL?,2 to 3 years
213,51,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
629,117,70,Are you comfortable with statistical analysis?,Yes
823,116,100,Are you comfortable with statistical analysis?,Yes
669,50,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
811,114,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
890,49,90,How many years of experience do you have working with SQL?,4+ years
270,60,60,Are you legally able to work in Canada?,Yes
379,38,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
257,97,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
468,4,100,How many years of experience do you have preparing statistical analysis?,4+ years
889,80,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
139,54,80,How many years of experience do you have working with SQL?,2 to 3 years
1064,102,100,How many years of experience do you have working with SQL?,4+ years
389,34,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
537,58,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
425,118,65,Please indicate the required salary you are seeking for this position.,65000
1014,88,90,How many years of experience do you have working with SQL?,2 to 3 years
220,91,100,Are you legally able to work in Canada?,Yes
237,122,40,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
947,73,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
407,69,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
349,37,80,Are you comfortable with statistical analysis?,Yes
660,52,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
579,2,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
229,97,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
560,3,90,Are you legally able to work in Canada?,Yes
589,46,80,How many years of experience do you have working with SQL?,4+ years
924,8,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
1024,42,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
3,15,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
71,95,100,How many years of experience do you have working with SQL?,4+ years
413,137,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
733,27,100,How many years of experience do you have working with SQL?,4+ years
800,88,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
993,96,100,How many years of experience do you have preparing statistical analysis?,4+ years
716,93,100,How many years of experience do you have working with SQL?,4+ years
615,49,90,Are you legally able to work in Canada?,Yes
758,67,80,Are you legally able to work in Canada?,Yes
923,6,30,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
182,29,80,Please indicate the required salary you are seeking for this position.,"55,000"
991,7,60,Please indicate the required salary you are seeking for this position.,60000
409,64,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
405,68,90,Are you legally able to work in Canada?,Yes
653,98,100,Are you legally able to work in Canada?,Yes
126,132,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
378,51,100,Please indicate the required salary you are seeking for this position.,100000-120000
58,76,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
169,124,60,Are you comfortable with statistical analysis?,Yes
254,65,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
205,45,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
484,136,70,Are you legally able to work in Canada?,Yes
429,108,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
734,111,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
836,32,90,Are you comfortable with statistical analysis?,Yes
335,25,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
667,23,60,Please indicate the required salary you are seeking for this position.,70000
161,87,90,How many years of experience do you have working with SQL?,4+ years
843,57,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
171,28,80,Are you comfortable with statistical analysis?,Yes
222,24,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
911,73,80,Are you comfortable with statistical analysis?,Yes
83,51,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
542,120,50,Are you comfortable with statistical analysis?,Yes
818,80,100,How many years of experience do you have preparing statistical analysis?,4+ years
990,77,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
457,46,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
848,115,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
671,115,90,Are you legally able to work in Canada?,Yes
920,8,60,Are you legally able to work in Canada?,Yes
35,14,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
216,108,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
344,110,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
223,36,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
7,15,90,Are you comfortable with statistical analysis?,Yes
432,130,80,Are you legally able to work in Canada?,Yes
857,86,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
572,126,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
523,33,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
785,112,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
735,43,100,Are you comfortable with statistical analysis?,Yes
727,98,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
592,125,100,Are you legally able to work in Canada?,Yes
1039,20,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1058,17,50,Please indicate the required salary you are seeking for this position.,50000 to 60000
472,38,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
93,121,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
528,22,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
587,34,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
777,83,80,Are you comfortable with statistical analysis?,No
702,59,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
996,55,80,Are you legally able to work in Canada?,Yes
606,43,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4,15,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
806,116,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1019,71,60,Are you legally able to work in Canada?,Yes
1041,113,100,Are you legally able to work in Canada?,Yes
762,77,90,How many years of experience do you have working with SQL?,2 to 3 years
693,59,70,Are you legally able to work in Canada?,Yes
651,77,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
268,131,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
386,26,80,Are you legally able to work in Canada?,Yes
566,131,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
15,18,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
370,104,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
712,84,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
14,18,90,How many years of experience do you have working with SQL?,4+ years
431,12,70,Please indicate the required salary you are seeking for this position.,$45-50k
728,114,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
931,89,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
121,123,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
663,19,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
872,103,90,How many years of experience do you have working with SQL?,2 to 3 years
1093,20,80,Please indicate the required salary you are seeking for this position.,63000
173,92,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
373,132,70,Are you comfortable with statistical analysis?,Yes
656,10,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
776,5,100,Are you legally able to work in Canada?,Yes
1073,32,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
594,25,80,Are you legally able to work in Canada?,Yes
556,125,100,Are you comfortable with statistical analysis?,Yes
684,112,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
703,35,90,Please indicate the required salary you are seeking for this position.,1
279,13,70,Please indicate the required salary you are seeking for this position.,60000
783,73,80,Are you legally able to work in Canada?,Yes
813,70,90,How many years of experience do you have working with SQL?,4+ years
536,26,80,Please indicate the required salary you are seeking for this position.,$50/hr
999,67,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1034,98,100,Are you comfortable with statistical analysis?,Yes
150,104,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
822,103,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
250,3,90,How many years of experience do you have working with SQL?,4+ years
129,129,100,How many years of experience do you have preparing statistical analysis?,4+ years
272,123,80,Are you legally able to work in Canada?,Yes
793,107,90,How many years of experience do you have working with SQL?,2 to 3 years
1025,55,80,Are you comfortable with statistical analysis?,Yes
957,102,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
987,52,50,How many years of experience do you have working with SQL?,0 to 1 year
682,73,80,Please indicate the required salary you are seeking for this position.,75000
72,99,90,Please indicate the required salary you are seeking for this position.,1
586,135,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
807,47,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
761,83,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
165,58,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
891,74,90,Are you legally able to work in Canada?,Yes
704,116,100,How many years of experience do you have preparing statistical analysis?,4+ years
809,114,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
294,1,90,Are you comfortable with statistical analysis?,Yes
131,118,65,How many years of experience do you have working with SQL?,2 to 3 years
1002,53,100,Are you legally able to work in Canada?,Yes
766,62,70,How many years of experience do you have working with SQL?,4+ years
261,37,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
