,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
450,3,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
904,32,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
918,48,60,How many years of experience do you have working with SQL?,0 to 1 year
139,97,80,What is your self-determined level of expertise in Microsoft Excel?,Novice
721,155,95,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
917,112,90,Are you legally able to work in Canada?,Yes
4,113,90,How many years of experience do you have working with SQL?,2 to 3 years
942,118,35,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
878,27,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
304,109,80,Please indicate the required salary you are seeking for this position.,$80000
1017,91,100,How many years of experience do you have preparing statistical analysis?,4+ years
248,115,60,Are you legally able to work in Canada?,Yes
807,66,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1110,91,100,Please indicate the required salary you are seeking for this position.,85000
389,21,100,Are you comfortable with statistical analysis?,Yes
1079,52,65,How many years of experience do you have preparing statistical analysis?,2 to 3 years
66,78,80,How many years of experience do you have working with SQL?,4+ years
462,45,90,Are you legally able to work in Canada?,Yes
483,78,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1229,123,70,Are you legally able to work in Canada?,Yes
1135,2,60,Are you comfortable with statistical analysis?,Yes
127,152,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1111,42,80,Please indicate the required salary you are seeking for this position.,75000
543,94,70,How many years of experience do you have working with SQL?,4+ years
996,30,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
592,129,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
604,144,90,Are you legally able to work in Canada?,Yes
25,35,80,How many years of experience do you have working with SQL?,2 to 3 years
1142,81,90,Are you comfortable with statistical analysis?,Yes
1138,47,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
835,110,50,How many years of experience do you have working with SQL?,0 to 1 year
587,46,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
443,20,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
537,5,60,Are you comfortable with statistical analysis?,Yes
722,41,70,Are you legally able to work in Canada?,Yes
817,56,100,Please indicate the required salary you are seeking for this position.,90000
15,35,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1009,104,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
40,26,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
213,120,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
632,45,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
289,145,50,Please indicate the required salary you are seeking for this position.,75000
468,89,70,Are you legally able to work in Canada?,Yes
1141,57,80,How many years of experience do you have working with SQL?,2 to 3 years
428,4,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
216,80,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
898,15,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
637,129,90,How many years of experience do you have working with SQL?,4+ years
467,114,60,Are you comfortable with statistical analysis?,Yes
474,51,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
640,83,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1037,56,100,How many years of experience do you have preparing statistical analysis?,4+ years
708,79,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1161,118,35,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1098,43,80,Are you comfortable with statistical analysis?,Yes
1205,39,100,Are you legally able to work in Canada?,Yes
236,46,90,Are you comfortable with statistical analysis?,Yes
1216,105,100,Are you legally able to work in Canada?,Yes
508,129,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
421,98,95,How many years of experience do you have working with SQL?,4+ years
315,80,90,Are you legally able to work in Canada?,Yes
433,72,70,Please indicate the required salary you are seeking for this position.,95000
434,18,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
464,139,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
572,111,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
887,36,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
972,132,40,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1217,32,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
3,113,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1159,105,100,Are you comfortable with statistical analysis?,Yes
821,32,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1019,95,90,How many years of experience do you have working with SQL?,4+ years
465,70,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
498,139,60,How many years of experience do you have working with SQL?,2 to 3 years
457,28,80,Are you comfortable with statistical analysis?,Yes
485,87,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
984,110,50,Please indicate the required salary you are seeking for this position.,mid to high range
1237,19,40,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
779,128,60,How many years of experience do you have working with SQL?,4+ years
221,144,90,Are you comfortable with statistical analysis?,Yes
555,80,90,Please indicate the required salary you are seeking for this position.,75000
92,124,60,Please indicate the required salary you are seeking for this position.,70k
784,66,80,Please indicate the required salary you are seeking for this position.,70000
1186,123,70,What is your self-determined level of expertise in Microsoft Excel?,Novice
1206,63,85,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
1247,11,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
148,21,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
276,151,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
103,138,70,Are you legally able to work in Canada?,Yes
580,141,100,How many years of experience do you have preparing statistical analysis?,4+ years
505,149,100,Are you legally able to work in Canada?,Yes
1215,132,40,Please indicate the required salary you are seeking for this position.,"$90,000"
552,84,70,Please indicate the required salary you are seeking for this position.,60k to 70k
741,124,60,How many years of experience do you have working with SQL?,0 to 1 year
109,87,80,How many years of experience do you have working with SQL?,2 to 3 years
869,32,80,Please indicate the required salary you are seeking for this position.,50000
517,155,95,Are you legally able to work in Canada?,No
679,79,80,Are you legally able to work in Canada?,Yes
959,91,100,Are you comfortable with statistical analysis?,Yes
1144,52,65,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
569,99,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1071,39,100,How many years of experience do you have working with SQL?,4+ years
870,100,65,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1040,42,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1044,64,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
573,82,60,How many years of experience do you have working with SQL?,0 to 1 year
675,87,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
226,154,70,Are you legally able to work in Canada?,Yes
651,8,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
783,19,40,Are you legally able to work in Canada?,Yes
400,145,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
176,46,90,Please indicate the required salary you are seeking for this position.,100k-110k
775,74,90,Are you comfortable with statistical analysis?,Yes
692,53,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1065,102,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1171,39,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
449,49,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
163,124,60,Are you comfortable with statistical analysis?,Yes
512,31,100,Are you legally able to work in Canada?,Yes
242,124,60,Are you legally able to work in Canada?,Yes
726,152,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
597,115,60,Are you comfortable with statistical analysis?,Yes
758,46,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
725,82,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
682,18,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
50,45,90,How many years of experience do you have working with SQL?,4+ years
923,10,80,Please indicate the required salary you are seeking for this position.,60000
1202,27,80,Are you legally able to work in Canada?,Yes
1162,19,40,Please indicate the required salary you are seeking for this position.,80000
1086,75,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
879,81,90,Are you legally able to work in Canada?,Yes
814,102,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
203,94,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
789,88,100,Are you comfortable with statistical analysis?,Yes
39,35,80,Please indicate the required salary you are seeking for this position.,0
316,73,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
28,54,60,Please indicate the required salary you are seeking for this position.,company policy
842,88,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
402,114,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
507,155,95,Are you comfortable with statistical analysis?,Yes
755,46,90,How many years of experience do you have working with SQL?,4+ years
772,123,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
703,140,100,Are you comfortable with statistical analysis?,Yes
18,54,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
393,45,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
815,64,80,Are you comfortable with statistical analysis?,Yes
824,30,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1003,16,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1032,135,50,Please indicate the required salary you are seeking for this position.,.
105,69,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
737,156,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
988,10,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
436,22,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
412,139,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
843,75,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
301,22,80,How many years of experience do you have working with SQL?,2 to 3 years
466,24,100,How many years of experience do you have working with SQL?,4+ years
565,154,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
136,1,80,Are you comfortable with statistical analysis?,Yes
77,13,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
922,40,100,Are you comfortable with statistical analysis?,Yes
439,125,70,Are you comfortable with statistical analysis?,Yes
440,18,70,Are you comfortable with statistical analysis?,Yes
432,29,90,Please indicate the required salary you are seeking for this position.,$95000
1220,19,40,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1034,71,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
804,107,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
560,14,100,How many years of experience do you have working with SQL?,4+ years
858,42,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
933,104,90,Are you comfortable with statistical analysis?,Yes
108,7,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
607,12,80,How many years of experience do you have working with SQL?,2 to 3 years
975,86,80,Are you comfortable with statistical analysis?,Yes
915,47,90,Are you comfortable with statistical analysis?,Yes
704,78,80,Are you comfortable with statistical analysis?,Yes
719,77,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
43,35,80,Are you comfortable with statistical analysis?,Yes
207,143,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
410,143,70,Are you legally able to work in Canada?,Yes
97,44,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
979,134,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
291,124,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
871,34,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
674,85,95,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
431,60,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
993,104,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
701,12,80,Are you comfortable with statistical analysis?,Yes
742,154,70,How many years of experience do you have working with SQL?,2 to 3 years
752,68,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
345,99,70,Are you legally able to work in Canada?,Yes
1243,127,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
288,28,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
581,85,95,How many years of experience do you have preparing statistical analysis?,4+ years
9,9,80,Please indicate the required salary you are seeking for this position.,55000 cad
768,76,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
834,27,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
717,143,70,How many years of experience do you have working with SQL?,2 to 3 years
776,93,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1049,112,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
928,93,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
529,129,90,Please indicate the required salary you are seeking for this position.,80000
749,51,60,Are you legally able to work in Canada?,Yes
1198,81,90,How many years of experience do you have working with SQL?,4+ years
778,59,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
487,73,90,Are you legally able to work in Canada?,Yes
1227,34,90,Are you comfortable with statistical analysis?,Yes
24,26,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
318,37,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
212,28,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
557,115,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
713,142,90,Please indicate the required salary you are seeking for this position.,75000
293,109,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
590,97,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
367,111,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1053,40,100,How many years of experience do you have working with SQL?,4+ years
1014,57,80,Are you comfortable with statistical analysis?,Yes
1170,76,80,Are you legally able to work in Canada?,Yes
170,150,90,Are you comfortable with statistical analysis?,Yes
585,153,90,Are you comfortable with statistical analysis?,Yes
895,100,65,How many years of experience do you have preparing statistical analysis?,4+ years
260,96,75,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
85,12,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
519,122,60,Are you comfortable with statistical analysis?,Yes
849,6,75,Are you legally able to work in Canada?,No
210,60,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
829,39,100,Are you comfortable with statistical analysis?,Yes
342,4,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
435,147,70,Are you legally able to work in Canada?,Yes
891,52,65,How many years of experience do you have working with SQL?,2 to 3 years
1128,32,80,Are you legally able to work in Canada?,Yes
142,62,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
53,72,70,Are you comfortable with statistical analysis?,Yes
1131,43,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
118,49,80,How many years of experience do you have working with SQL?,2 to 3 years
281,61,70,Are you legally able to work in Canada?,Yes
499,77,70,How many years of experience do you have working with SQL?,0 to 1 year
1218,36,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1209,57,80,Are you legally able to work in Canada?,Yes
329,72,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
178,137,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
706,24,100,How many years of experience do you have preparing statistical analysis?,4+ years
179,146,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
121,142,90,How many years of experience do you have preparing statistical analysis?,4+ years
806,75,60,How many years of experience do you have working with SQL?,2 to 3 years
348,21,100,Are you legally able to work in Canada?,Yes
1007,93,90,Are you comfortable with statistical analysis?,Yes
1043,76,80,Are you comfortable with statistical analysis?,Yes
65,20,80,Please indicate the required salary you are seeking for this position.,75000-85000
104,79,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
860,67,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
463,142,90,Are you comfortable with statistical analysis?,Yes
343,111,80,Are you comfortable with statistical analysis?,Yes
469,51,60,Please indicate the required salary you are seeking for this position.,$60K - $70K
201,137,100,How many years of experience do you have preparing statistical analysis?,4+ years
1246,48,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
192,147,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1042,48,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
96,73,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
199,44,70,Are you comfortable with statistical analysis?,Yes
816,134,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
525,18,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
510,98,95,Are you comfortable with statistical analysis?,Yes
408,98,95,How many years of experience do you have preparing statistical analysis?,4+ years
785,93,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
391,44,70,How many years of experience do you have working with SQL?,2 to 3 years
30,54,60,Are you legally able to work in Canada?,Yes
181,60,80,Are you legally able to work in Canada?,Yes
130,20,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1055,112,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
494,121,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
22,35,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
114,121,50,How many years of experience do you have working with SQL?,0 to 1 year
153,141,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
232,147,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
797,107,80,Are you legally able to work in Canada?,Yes
888,108,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
271,82,60,Please indicate the required salary you are seeking for this position.,$50000-70000
724,115,60,Please indicate the required salary you are seeking for this position.,65000-75000
1088,110,50,How many years of experience do you have preparing statistical analysis?,2 to 3 years
524,156,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
662,38,70,Are you legally able to work in Canada?,Yes
426,12,80,Please indicate the required salary you are seeking for this position.,1
1006,126,90,Are you legally able to work in Canada?,Yes
845,133,90,Are you comfortable with statistical analysis?,Yes
884,104,90,Are you legally able to work in Canada?,Yes
266,120,60,How many years of experience do you have working with SQL?,0 to 1 year
269,51,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
193,8,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
475,3,80,Are you comfortable with statistical analysis?,Yes
875,59,90,Are you comfortable with statistical analysis?,Yes
624,115,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
490,111,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
957,135,50,How many years of experience do you have working with SQL?,0 to 1 year
1180,30,80,Please indicate the required salary you are seeking for this position.,"CA$ 10,000/month (neg)"
1046,91,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
229,29,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
794,108,100,How many years of experience do you have preparing statistical analysis?,4+ years
666,122,60,Are you legally able to work in Canada?,Yes
542,68,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
320,124,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1101,42,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
110,8,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
504,140,100,Please indicate the required salary you are seeking for this position.,110000
925,108,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1059,66,80,How many years of experience do you have working with SQL?,2 to 3 years
838,86,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
526,23,70,Are you legally able to work in Canada?,Yes
