,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
1416,193,100,Are you legally able to work in Canada?,Yes
1595,89,80,Please indicate the required salary you are seeking for this position.,50000-60000
1141,123,60,How many years of experience do you have working with SQL?,0 to 1 year
1015,40,60,Are you legally able to work in Canada?,Yes
1022,6,80,Are you comfortable with statistical analysis?,Yes
723,44,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
111,61,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
755,99,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
780,199,90,Are you comfortable with statistical analysis?,Yes
1761,50,50,Are you comfortable with statistical analysis?,Yes
1381,116,80,Are you legally able to work in Canada?,Yes
683,191,80,Are you legally able to work in Canada?,Yes
1097,67,90,Are you legally able to work in Canada?,Yes
1791,80,90,Are you comfortable with statistical analysis?,Yes
1075,123,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
76,144,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
643,25,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1771,197,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1155,28,50,Are you comfortable with statistical analysis?,Yes
576,38,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1638,178,80,How many years of experience do you have working with SQL?,2 to 3 years
706,204,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
661,125,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1565,93,80,How many years of experience do you have working with SQL?,2 to 3 years
20,70,85,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
899,164,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1197,165,90,Are you legally able to work in Canada?,Yes
791,112,60,How many years of experience do you have working with SQL?,0 to 1 year
1134,52,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1340,167,70,Are you comfortable with statistical analysis?,Yes
1437,128,90,Are you legally able to work in Canada?,Yes
284,2,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
830,221,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1551,187,30,Are you legally able to work in Canada?,Yes
1561,48,80,Please indicate the required salary you are seeking for this position.,85000
1035,223,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1617,168,75,Are you comfortable with statistical analysis?,Yes
1530,154,100,Are you comfortable with statistical analysis?,Yes
741,211,70,Are you legally able to work in Canada?,Yes
1023,206,100,Please indicate the required salary you are seeking for this position.,85000
1524,48,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1177,89,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
95,59,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1509,174,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1785,145,100,Are you comfortable with statistical analysis?,Yes
793,20,60,Please indicate the required salary you are seeking for this position.,69000
409,40,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
869,44,80,Are you legally able to work in Canada?,Yes
1606,190,80,Please indicate the required salary you are seeking for this position.,60k
966,60,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1067,165,90,How many years of experience do you have working with SQL?,4+ years
1795,145,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
446,71,60,Please indicate the required salary you are seeking for this position.,50000
234,204,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
439,107,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1050,138,100,Are you comfortable with statistical analysis?,Yes
1686,32,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
457,35,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
1526,76,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
442,215,75,How many years of experience do you have working with SQL?,2 to 3 years
631,16,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
489,217,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1774,192,80,Are you legally able to work in Canada?,Yes
725,30,80,Please indicate the required salary you are seeking for this position.,50-60k
1223,93,80,Are you legally able to work in Canada?,Yes
473,29,70,Please indicate the required salary you are seeking for this position.,55000
1356,181,60,Are you comfortable with statistical analysis?,Yes
1483,184,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1377,153,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1105,192,80,Are you comfortable with statistical analysis?,Yes
892,20,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1604,85,95,What is your self-determined level of expertise in Microsoft Excel?,Expert
1564,143,100,Are you comfortable with statistical analysis?,Yes
1440,94,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
466,18,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
928,68,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1784,67,90,Are you comfortable with statistical analysis?,Yes
112,16,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
360,31,70,Please indicate the required salary you are seeking for this position.,$60000
1256,182,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
564,211,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
989,8,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1233,96,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
912,5,80,Are you legally able to work in Canada?,Yes
1550,151,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
835,125,80,Please indicate the required salary you are seeking for this position.,"60,000"
395,157,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1726,195,100,Are you legally able to work in Canada?,Yes
200,177,75,Please indicate the required salary you are seeking for this position.,9
936,146,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
817,59,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1445,171,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
659,5,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1666,104,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
115,56,65,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
768,44,80,How many years of experience do you have working with SQL?,2 to 3 years
482,208,80,Are you legally able to work in Canada?,Yes
1673,76,90,Please indicate the required salary you are seeking for this position.,80k
269,99,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
840,157,90,How many years of experience do you have working with SQL?,4+ years
1584,189,100,Are you comfortable with statistical analysis?,Yes
518,27,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1150,181,60,How many years of experience do you have working with SQL?,0 to 1 year
1650,97,80,Are you comfortable with statistical analysis?,Yes
1502,52,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1,132,50,What is your self-determined level of expertise in Microsoft Excel?,Expert
885,53,70,Please indicate the required salary you are seeking for this position.,79999
29,70,85,Please indicate the required salary you are seeking for this position.,90000
1328,52,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1331,21,90,Are you legally able to work in Canada?,Yes
1122,151,80,Are you legally able to work in Canada?,Yes
1672,159,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
646,95,50,Are you legally able to work in Canada?,Yes
380,205,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
289,57,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1478,116,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
657,29,70,Are you legally able to work in Canada?,Yes
1662,101,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1151,143,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
225,206,100,Are you comfortable with statistical analysis?,Yes
1544,21,90,Are you comfortable with statistical analysis?,Yes
513,109,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
550,212,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
987,23,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1199,50,50,How many years of experience do you have working with SQL?,0 to 1 year
1788,48,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1234,184,100,How many years of experience do you have preparing statistical analysis?,4+ years
245,110,80,Are you comfortable with statistical analysis?,Yes
423,110,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
392,60,80,Are you legally able to work in Canada?,Yes
502,210,80,Are you legally able to work in Canada?,Yes
52,37,50,Are you comfortable with statistical analysis?,No
860,210,80,Are you comfortable with statistical analysis?,Yes
424,16,100,Are you legally able to work in Canada?,Yes
244,183,50,Please indicate the required salary you are seeking for this position.,50000
530,213,90,Please indicate the required salary you are seeking for this position.,100000
402,126,100,Are you comfortable with statistical analysis?,Yes
919,208,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
246,53,70,Are you legally able to work in Canada?,Yes
1436,141,70,Are you legally able to work in Canada?,Yes
1491,174,70,How many years of experience do you have working with SQL?,4+ years
387,122,80,Please indicate the required salary you are seeking for this position.,$51000
384,194,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
394,122,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1163,166,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1165,165,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1764,102,100,Please indicate the required salary you are seeking for this position.,80000
102,36,80,Are you legally able to work in Canada?,Yes
705,12,60,Are you legally able to work in Canada?,Yes
733,205,70,Are you legally able to work in Canada?,Yes
836,103,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
226,25,100,How many years of experience do you have preparing statistical analysis?,4+ years
217,185,85,How many years of experience do you have working with SQL?,4+ years
1618,21,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1349,105,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
516,217,50,Are you legally able to work in Canada?,Yes
1588,155,90,Are you legally able to work in Canada?,Yes
1278,184,100,Are you comfortable with statistical analysis?,Yes
1553,197,90,Are you legally able to work in Canada?,Yes
610,20,60,Are you legally able to work in Canada?,Yes
1413,172,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1683,159,90,Please indicate the required salary you are seeking for this position.,89000
710,210,80,Please indicate the required salary you are seeking for this position.,60000
1482,154,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1263,96,90,Are you legally able to work in Canada?,Yes
265,194,100,Are you legally able to work in Canada?,Yes
1511,94,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
957,218,85,How many years of experience do you have preparing statistical analysis?,4+ years
1705,150,80,Are you comfortable with statistical analysis?,Yes
1589,158,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1260,101,100,Please indicate the required salary you are seeking for this position.,"$90,000-$100,000"
1295,98,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1627,172,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1000,13,80,Are you comfortable with statistical analysis?,Yes
279,111,90,Are you comfortable with statistical analysis?,Yes
1677,115,80,Please indicate the required salary you are seeking for this position.,68000 - 88000
192,203,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1321,193,100,Are you comfortable with statistical analysis?,Yes
1044,79,80,Are you legally able to work in Canada?,Yes
1399,150,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
648,5,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
917,56,65,Are you comfortable with statistical analysis?,Yes
746,200,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
173,122,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1706,188,80,How many years of experience do you have working with SQL?,4+ years
894,82,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
638,204,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
897,34,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1710,160,100,Please indicate the required salary you are seeking for this position.,85000
1503,161,95,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
1148,168,75,Please indicate the required salary you are seeking for this position.,75k
1594,153,100,Please indicate the required salary you are seeking for this position.,100000
534,23,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1227,128,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
939,43,100,Are you comfortable with statistical analysis?,Yes
479,216,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1329,184,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
832,212,100,How many years of experience do you have preparing statistical analysis?,4+ years
1647,159,90,Are you legally able to work in Canada?,Yes
926,217,50,How many years of experience do you have working with SQL?,0 to 1 year
1566,173,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
800,175,55,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1708,88,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
742,148,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
38,42,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
763,78,80,Please indicate the required salary you are seeking for this position.,60000
178,61,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1414,178,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
172,215,75,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
416,30,80,How many years of experience do you have working with SQL?,2 to 3 years
1529,141,70,Please indicate the required salary you are seeking for this position.,$45000 CAD
1557,163,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
6,24,80,Are you comfortable with statistical analysis?,Yes
1484,154,100,How many years of experience do you have preparing statistical analysis?,4+ years
129,11,100,How many years of experience do you have preparing statistical analysis?,4+ years
880,38,80,Are you comfortable with statistical analysis?,Yes
208,177,75,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1142,106,85,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1194,158,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1611,63,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1107,149,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
148,110,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
810,218,85,How many years of experience do you have working with SQL?,2 to 3 years
1217,138,100,How many years of experience do you have working with SQL?,4+ years
511,183,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1451,156,80,Are you comfortable with statistical analysis?,Yes
1725,115,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
519,71,60,How many years of experience do you have working with SQL?,0 to 1 year
481,177,75,Are you legally able to work in Canada?,No
19,144,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
459,146,90,How many years of experience do you have working with SQL?,2 to 3 years
1660,101,100,How many years of experience do you have working with SQL?,4+ years
1769,46,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1086,129,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1626,101,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
280,81,80,Please indicate the required salary you are seeking for this position.,80000-90000
790,27,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
337,82,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
242,51,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
909,152,100,Are you comfortable with statistical analysis?,Yes
953,223,90,Please indicate the required salary you are seeking for this position.,110000
1135,140,40,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1222,143,100,Are you legally able to work in Canada?,Yes
1432,79,80,How many years of experience do you have working with SQL?,4+ years
515,126,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
721,126,100,Please indicate the required salary you are seeking for this position.,65000
566,18,90,Are you legally able to work in Canada?,Yes
150,196,100,Are you legally able to work in Canada?,Yes
973,134,70,Are you legally able to work in Canada?,Yes
602,200,100,Are you legally able to work in Canada?,Yes
1396,118,100,Are you comfortable with statistical analysis?,Yes
140,196,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
873,205,70,Are you comfortable with statistical analysis?,Yes
586,223,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1734,136,90,Are you comfortable with statistical analysis?,Yes
1756,156,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1031,56,65,Are you legally able to work in Canada?,No
403,91,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1066,93,80,Are you comfortable with statistical analysis?,Yes
1296,184,100,Are you legally able to work in Canada?,Yes
946,221,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1326,154,100,Please indicate the required salary you are seeking for this position.,85000
1279,28,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
372,185,85,Please indicate the required salary you are seeking for this position.,6500 CAD
1719,147,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1053,192,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1439,178,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1266,123,60,Are you legally able to work in Canada?,Yes
282,7,80,Are you legally able to work in Canada?,Yes
1718,140,40,How many years of experience do you have preparing statistical analysis?,0 to 1 year
294,2,70,Are you comfortable with statistical analysis?,Yes
1619,181,60,Are you legally able to work in Canada?,Yes
613,209,85,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
994,69,80,Are you comfortable with statistical analysis?,Yes
191,53,70,Are you comfortable with statistical analysis?,Yes
1120,131,45,How many years of experience do you have preparing statistical analysis?,2 to 3 years
676,18,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1118,151,80,How many years of experience do you have working with SQL?,4+ years
65,144,70,Are you legally able to work in Canada?,Yes
1645,138,100,How many years of experience do you have preparing statistical analysis?,4+ years
340,51,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
118,111,90,Are you legally able to work in Canada?,Yes
1690,74,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1667,135,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
651,8,90,Are you comfortable with statistical analysis?,Yes
1068,67,90,Please indicate the required salary you are seeking for this position.,55000
472,65,50,Are you legally able to work in Canada?,Yes
32,73,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1172,131,45,Are you legally able to work in Canada?,Yes
273,164,90,Are you comfortable with statistical analysis?,Yes
691,126,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
483,218,85,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
597,77,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
451,57,60,Please indicate the required salary you are seeking for this position.,"70,000"
28,83,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
270,213,90,Are you comfortable with statistical analysis?,Yes
219,66,80,Are you comfortable with statistical analysis?,Yes
823,126,100,How many years of experience do you have preparing statistical analysis?,4+ years
1655,67,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
374,12,60,Are you comfortable with statistical analysis?,Yes
1500,178,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
872,47,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1724,149,100,How many years of experience do you have preparing statistical analysis?,4+ years
1661,171,90,Please indicate the required salary you are seeking for this position.,65000
756,110,80,Are you legally able to work in Canada?,Yes
1430,160,100,How many years of experience do you have working with SQL?,4+ years
293,71,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
256,111,90,Please indicate the required salary you are seeking for this position.,"$90,000"
1709,197,90,Please indicate the required salary you are seeking for this position.,80000-90000
794,10,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1590,46,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
604,58,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
